Excel, 3, 1, 163, 17, 149
VSCode, 3, 1, 63, 14, 49
Chrome, 3, 1, 163, 45, 64
Spotify, 4, 2, 269, 7, 170
PyCharm, 5, 3, 288, 13, 239
Movie, 5, 3, 410, 7, 261
